t,nu,I12
0.01772,20451674727.766018,-0.320251425617055
0.01773,20456191483.8949,-0.29459415181858967
0.01774,20460706858.46618,-0.2760788151871163
0.01775,20465220654.031265,-0.2618614682831908
0.01776,20469732673.141586,-0.22086305214969312
0.01777,20474242718.34854,-0.20981989954220845
0.01778,20478750592.20356,-0.2052645124581854
0.01779,20483256097.258057,-0.16564728911226978
0.0178,20487759036.063442,-0.13251783128981579
0.01781,20492259211.171135,-0.13093073414159537
0.01782,20496756425.132553,-0.08834522085987725
0.01783,20501250480.49911,-0.07654045294712171
0.01784,20505741179.822227,-0.03273268353539883
0.01785,20510228325.653316,0.011043152607484726
0.01786,20514711720.543797,0.02208630521496939
0.01787,20519191167.045082,0.054554472558998084
0.01788,20523666467.708584,0.06560610252610431
0.01789,20528137425.08573,0.09938837346736192
0.0179,20532603841.72793,0.12147467868233125
0.01791,20537065520.1866,0.15460413650478524
0.01792,20541522263.01316,0.16366341767699438
0.01793,20545973872.759018,0.17285432628057726
0.01794,20550420151.975605,0.22086305214969323
0.01795,20554860903.21432,0.2291287847477919
0.01796,20559295929.026592,0.2650356625796316
0.01797,20563725031.963833,0.287121967794601
0.01798,20568148014.577454,0.3092082730095703
0.01799,20572564679.418877,0.31641594084218894
0.018,20576974829.03952,0.3423377308320243
0.01801,20581378265.9908,0.35338088343950896
0.01802,20585774792.82412,0.3600595188893875
0.01803,20590164212.090916,0.386510341261963
0.01804,20594546326.342587,0.3673154433462265
0.01805,20598920938.13056,0.4085966464769323
0.01806,20603287850.006252,0.4085966464769323
0.01807,20607646864.521076,0.38892223413129867
0.01808,20611997784.226444,0.41963979908441695
0.01809,20616340411.673775,0.38892223413129867
0.0181,20620674549.41449,0.41963979908441695
0.01811,20625000000.0,0.3997256295238347
0.01812,20629318406.618187,0.4306829516919016
0.01813,20633631607.76482,0.4085966464769323
0.01814,20637939698.953133,0.4085966464769323
0.01815,20642242775.696365,0.39279220242478635
0.01816,20646540933.507763,0.37811883873876256
0.01817,20650834267.900562,0.386510341261963
0.01818,20655122874.388004,0.3565120479536904
0.01819,20659406848.483322,0.3754671886544783
0.0182,20663686285.69976,0.36442403604699364
0.01821,20667961281.55056,0.3241018617760822
0.01822,20672231931.548958,0.31709616220950415
0.01823,20676498331.20819,0.320251425617055
0.01824,20680760576.041508,0.29816512040208565
0.01825,20685018761.562138,0.2618614682831908
0.01826,20689272983.28333,0.24003967925959152
0.01827,20693523336.718315,0.2324739074542751
0.01828,20697769917.380337,0.19639610121239326
0.01829,20702012820.78264,0.18773359432723924
0.0183,20706252142.43845,0.16564728911226992
0.01831,20710487977.861023,0.1565247584249853
0.01832,20714720422.563587,0.12177204676176308
0.01833,20718949572.059383,0.0874748033681391
0.01834,20723175521.86166,0.06642111641550708
0.01835,20727398367.483646,0.04428074427700468
0.01836,20731618204.438587,0.033541019662496875
0.01837,20735835128.23972,0.0
0.01838,20740049234.400288,-0.03312945782245393
0.01839,20744260618.43352,-0.06625891564490793
0.0184,20748469375.852673,-0.08834522085987725
0.01841,20752675602.170967,-0.11043152607484646
0.01842,20756879392.90166,-0.14252192813739226
0.01843,20761080843.55798,-0.1439124189002655
0.01844,20765280049.653168,-0.17669044171975445
0.01845,20769477106.70047,-0.19926334924652148
0.01846,20773672110.21312,-0.22687130324325755
0.01847,20777865155.70436,-0.27008488481340176
0.01848,20782056338.687424,-0.2656844656620286
0.01849,20786245754.675556,-0.29522746136746936
0.0185,20790433499.181995,-0.29816512040208565
0.01851,20794619667.719982,-0.32103539600828457
0.01852,20798804355.802757,-0.34659053651246746
0.01853,20802987658.943558,-0.36531614028528936
0.01854,20807169672.65562,-0.3946761086881631
0.01855,20811350492.452194,-0.40563933392950097
0.01856,20815530213.846508,-0.4213324203089068
0.01857,20819708932.351807,-0.40959688456229404
0.01858,20823886743.48133,-0.4373740168406954
0.01859,20828063742.74832,-0.44280744277004763
0.0186,20832240025.666008,-0.4385290096535146
0.01861,20836415687.747643,-0.45387762883929883
0.01862,20840590824.506466,-0.4701770681037476
0.01863,20844765531.455696,-0.4701770681037476
0.01864,20848939904.108597,-0.46494781490855003
0.01865,20853114037.978397,-0.4592427176827302
0.01866,20857288028.57834,-0.4592427176827302
0.01867,20861461971.421658,-0.447213595499958
0.01868,20865635962.0216,-0.46494781490855003
0.01869,20869810095.8914,-0.476462890006631
0.0187,20873984468.5443,-0.46563418796102574
0.01871,20878159175.493538,-0.44280744277004763
0.01872,20882334312.252354,-0.44949223489485246
0.01873,20886509974.33399,-0.4373740168406954
0.01874,20890686257.25168,-0.40959688456229404
0.01875,20894863256.518665,-0.40959688456229404
0.01876,20899041067.64819,-0.4006619756873942
0.01877,20903219786.153492,-0.37638632635454056
0.01878,20907399507.54781,-0.36531614028528936
0.01879,20911580327.344376,-0.34317576814678696
0.0188,20915762341.056442,-0.33210558207753577
0.01881,20919945644.197243,-0.3061618117884868
0.01882,20924130332.280018,-0.3061618117884868
0.01883,20928316500.818,-0.2767546517312798
0.01884,20932504245.324444,-0.2546142795927774
0.01885,20936693661.312576,-0.2324739074542751
0.01886,20940884844.295643,-0.19926334924652148
0.01887,20945077889.786884,-0.19681830757831292
0.01888,20949272893.299526,-0.17494960673627813
0.01889,20953469950.34683,-0.1439124189002655
0.0189,20957669156.44202,-0.13121220505220857
0.01891,20961870607.09834,-0.11911572250165779
0.01892,20966074397.82903,-0.087705801930703
0.01893,20970280624.14733,-0.054671752105086915
0.01894,20974489381.566475,-0.03248610613681572
0.01895,20978700765.599716,0.0
0.01896,20982914871.76028,0.010963225241337875
0.01897,20987131795.561413,0.05535093034625588
0.01898,20991351632.51635,0.06577935144802713
0.01899,20995574478.13834,0.09963167462326068
0.019,20999800427.940613,0.12177204676176308
0.01901,21004029577.436413,0.1439124189002655
0.01902,21008262022.138977,0.14214655547322608
0.01903,21012497857.56155,0.17494960673627827
0.01904,21016737179.217365,0.19926334924652148
0.01905,21020980082.61966,0.2214037213850239
0.01906,21025226663.281685,0.229621358841365
0.01907,21029477016.71667,0.25149005968339977
0.01908,21033731238.437862,0.27675465173127967
0.01909,21037989423.95849,0.28504385627478435
0.0191,21042251668.791805,0.2923749552313417
0.01911,21046518068.451042,0.33210558207753565
0.01912,21050788718.44944,0.3280305126305216
0.01913,21055063714.30024,0.35424595421603805
0.01914,21059343151.516678,0.34989921347255637
0.01915,21063627125.612,0.36083356389357374
0.01916,21067915732.099434,0.37638632635454045
0.01917,21072209066.492233,0.36083356389357374
0.01918,21076507224.30363,0.39852669849304284
0.01919,21080810301.046867,0.39852669849304284
0.0192,21085118392.235176,0.39852669849304284
0.01921,21089431593.381813,0.39852669849304284
0.01922,21093750000.0,0.40959688456229404
0.01923,21098073700.91947,0.39852669849304284
0.01924,21102402656.316006,0.40959688456229404
0.01925,21106736768.72194,0.39852669849304284
0.01926,21111075940.669605,0.38371288344682525
0.01927,21115420074.69134,0.3717679143145911
0.01928,21119769073.31947,0.38745651242379164
0.01929,21124122839.086334,0.37638632635454045
0.0193,21128481274.524258,0.34989921347255637
0.01931,21132844282.165585,0.33896486305153894
0.01932,21137211764.54263,0.34317576814678685
0.01933,21141583624.187748,0.3061618117884868
0.01934,21145959763.633255,0.30996520993903326
0.01935,21150340085.411495,0.29889502386978206
0.01936,21154724492.054794,0.2631174057921086
0.01937,21159112886.09549,0.25149005968339977
0.01938,21163505170.065914,0.230227730068095
0.01939,21167901246.49839,0.2214037213850239
0.0194,21172301017.925266,0.19926334924652148
0.01941,21176704386.878864,0.164448378620068
0.01942,21181111255.891525,0.15498260496951669
0.01943,21185521527.49557,0.1328422328310143
0.01944,21189935104.223347,0.11070186069251188
0.01945,21194351888.607174,0.07654045294712171
0.01946,21198771783.1794,0.054671752105086915
0.01947,21203194690.472343,0.0108287020456052
0.01948,21207620513.01834,0.011070186069251201
0.01949,21212049153.34973,-0.02192645048267575
0.0195,21216480513.99884,-0.04373740168406952
0.01951,21220914497.49801,-0.07654045294712171
0.01952,21225351006.37956,-0.08856148855400961
0.01953,21229789943.17583,-0.12027785463119117
0.01954,21234231210.419155,-0.1439124189002655
0.01955,21238674710.64187,-0.18408793477528923
0.01956,21243120346.376305,-0.18819316317727028
0.01957,21247568020.15478,-0.216574040912105
0.01958,21252017634.50965,-0.2324739074542751
0.01959,21256469091.973236,-0.26311740579210874
0.0196,21260922295.077873,-0.2656844656620286
0.01961,21265377146.35589,-0.2988950238697822
0.01962,21269833548.339626,-0.328896757240136
0.01963,21274291403.561417,-0.34989921347255637
0.01964,21278750614.55358,-0.3717679143145911
0.01965,21283211083.84846,-0.37638632635454056
0.01966,21287672713.978394,-0.40563933392950097
0.01967,21292135407.4757,-0.39852669849304284
0.01968,21296599066.872723,-0.42066707063154524
0.01969,21301063594.701797,-0.43173725670079643
0.0197,21305528893.495243,-0.45480548591542047
0.01971,21309994865.785408,-0.4604554601361904
0.01972,21314461414.104618,-0.4701770681037476
0.01973,21318928440.985203,-0.46494781490855003
0.01974,21323395848.9595,-0.4760180009778013
0.01975,21327863540.55984,-0.4823819106188661
0.01976,21332331418.318554,-0.4701770681037476
0.01977,21336799384.767982,-0.48111141852476497
0.01978,21341267342.440453,-0.4701770681037476
0.01979,21345735193.868298,-0.4760180009778013
0.0198,21350202841.58385,-0.46494781490855003
0.01981,21354670188.119446,-0.47141868537752823
0.01982,21359137136.007416,-0.45387762883929883
0.01983,21363603587.78009,-0.4441155916843275
0.01984,21368069445.969807,-0.426439666419678
0.01985,21372534613.108894,-0.42756578441217674
0.01986,21376998991.72969,-0.40959688456229404
0.01987,21381462484.364517,-0.38745651242379164
0.01988,21385924993.545723,-0.3699700366979719
0.01989,21390386421.805634,-0.36083356389357374
0.0199,21394846671.67658,-0.33210558207753577
0.01991,21399305645.690895,-0.32103539600828457
0.01992,21403763246.380913,-0.30697030675746023
0.01993,21408219376.278965,-0.2656844656620286
0.01994,21412673937.91739,-0.2624244101044172
0.01995,21417126833.828514,-0.2411909553094331
0.01996,21421577966.54467,-0.2018018381988938
0.01997,21426027238.598198,-0.18874912646583925
0.01998,21430474552.521427,-0.15544045708951465
0.01999,21434919810.846687,-0.1233233455659906
0.02,21439362916.10631,-0.11070186069251188
0.02001,21443803770.832638,-0.10859306069076743
0.02002,21448242277.557995,-0.044844852933087535
0.02003,21452678338.814716,-0.011211213233271884
0.02004,21457111857.135136,0.0
0.02005,21461542735.051582,0.022205779584216396
0.02006,21465970875.0964,0.043852900965351375
0.02007,21470396179.80191,0.06577935144802713
0.02008,21474818551.700447,0.09992600812897366
0.02009,21479237893.324352,0.10997646755364589
0.0201,21483654107.205944,0.13197176106437508
0.02011,21488067095.87757,0.16654334688162284
0.02012,21492476761.87155,0.17541160386140586
0.02013,21496883007.72023,0.2089552883519273
0.02014,21501285735.955933,0.21926450482675736
0.02015,21505684849.110996,0.24194822861802087
0.02016,21510080249.717754,0.26394352212875005
0.02017,21514471840.308537,0.3027027572983405
0.02018,21518859523.415676,0.3108809141790292
0.02019,21523243201.571503,0.32198380397113735
0.0202,21527622777.30836,0.33308669376324557
0.02021,21531998153.158573,0.34418958355535373
0.02022,21536369231.65447,0.32486106136815746
0.02023,21540735915.328396,0.3508232077228116
0.02024,21545098106.712677,0.36292234292703146
0.02025,21549455708.339638,0.3774982529316783
0.02026,21553808622.74163,0.3739199896823961
0.02027,21558156752.45097,0.38860114272378654
0.02028,21562500000.0,0.37274965820548733
0.02029,21566838983.452343,0.37274965820548733
0.0203,21571174425.0653,0.38860114272378654
0.02031,21575506383.66172,0.3774982529316783
0.02032,21579834918.064457,0.3774982529316783
0.02033,21584160087.096355,0.3519246961716669
0.02034,21588481949.580273,0.33985998248147375
0.02035,21592800564.339046,0.34418958355535373
0.02036,21597115990.19553,0.33308669376324557
0.02037,21601428285.972584,0.32198380397113735
0.02038,21605737510.49304,0.28234195779599497
0.02039,21610043722.579754,0.29977802438692097
0.0204,21614346981.055588,0.2775722448027046
0.02041,21618647344.743378,0.2529458753733855
0.02042,21622944872.46597,0.24426357542637997
0.02043,21627239623.04622,0.2083012795854195
0.02044,21631531655.306984,0.1869599948411981
0.02045,21635821028.071095,0.164448378620068
0.02046,21640107800.161415,0.15544045708951465
0.02047,21644392030.400795,0.13323467750529824
0.02048,21648673777.612076,0.09866902717204075
0.02049,21652953100.61811,0.05429653034538359
0.0205,21657230058.241745,0.05551444896054086
0.02051,21661504709.305836,0.03330866937632447
0.02052,21665777112.633224,0.011102889792108198
0.02053,21670047327.04677,-0.03257791820723023
0.02054,21674315411.369312,-0.04441155916843279
0.02055,21678581424.423706,-0.07698352728755221
0.02056,21682845425.032795,-0.10997646755364601
0.02057,21687107472.01944,-0.13155870289605437
0.02058,21691367624.206482,-0.1539670545751043
0.02059,21695625940.416767,-0.17764623667373103
0.0206,21699882479.473145,-0.19985201625794743
0.02061,21704137300.19848,-0.2309505818626565
0.02062,21708390461.4156,-0.252154180550771
0.02063,21712642021.947372,-0.25536646521848827
0.02064,21716892040.61664,-0.2775722448027047
0.02065,21721140576.246246,-0.296936462394844
0.02066,21725387687.659046,-0.33985998248147387
0.02067,21729633433.677887,-0.3441895835553539
0.02068,21733877873.12563,-0.3663953631395703
0.02069,21738121064.8251,-0.3774982529316785
0.0207,21742363067.599167,-0.39970403251589476
0.02071,21746603940.270676,-0.41791057670385445
0.02072,21750843741.662468,-0.4108069223080029
0.02073,21755082530.59741,-0.4441155916843275
0.02074,21759320365.89833,-0.45521848147643573
0.02075,21763557306.388096,-0.46695016097029957
0.02076,21767793410.889538,-0.46632137126854395
0.02077,21772028738.22552,-0.47141868537752823
0.02078,21776263347.21889,-0.46632137126854395
0.02079,21780497296.692493,-0.4886687731084531
0.0208,21784730645.46918,-0.49334513586020395
0.02081,21788963452.371807,-0.4823819106188661
0.02082,21793195776.223213,-0.48852715085276033
0.02083,21797427675.846252,-0.4948941039914067
0.02084,21801659210.063766,-0.46632137126854395
0.02085,21805890437.69862,-0.47141868537752823
0.02086,21810121417.57365,-0.47141868537752823
0.02087,21814352208.51171,-0.46632137126854395
0.02088,21818582869.33565,-0.45521848147643573
0.02089,21822813458.86832,-0.4509035169699483
0.0209,21827044035.932568,-0.43990587021458366
0.02091,21831274659.351246,-0.4166025591708389
0.02092,21835505387.947197,-0.4235129366939926
0.02093,21839736280.543274,-0.40179432455583913
0.02094,21843967395.962326,-0.3774982529316785
0.02095,21848198793.027203,-0.3727496582054875
0.02096,21852430530.560753,-0.3441895835553539
0.02097,21856662667.385834,-0.3330866937632457
0.02098,21860895262.325283,-0.3108809141790293
0.02099,21865128374.201958,-0.2850438562747845
0.021,21869362061.8387,-0.2823419577959951
0.02101,21873596384.05836,-0.24426357542638022
0.02102,21877831399.6838,-0.22205779584216384
0.02103,21882067167.537853,-0.2089552883519273
0.02104,21886303746.443375,-0.1973380543440816
0.02105,21890541195.223225,-0.15544045708951465
0.02106,21894779572.700233,-0.13323467750529824
0.02107,21899018937.69726,-0.11102889792108185
0.02108,21903259349.037155,-0.08882311833686558
0.02109,21907500865.542774,-0.06661733875264919
0.0211,21911743546.036945,-0.054988233776823006
0.02111,21915987449.342537,-0.03288967572401362
0.02112,21920232634.2824,0.011102889792108198
0.02113,21924479159.679367,0.0
0.02114,21928727084.3563,0.032577918207230105
0.02115,21932976467.136047,0.07772022854475726
0.02116,21937227366.841454,0.09992600812897366
0.02117,21941479842.295376,0.12213178771319005
0.02118,21945733952.320652,0.14433756729740643
0.02119,21949989755.740143,0.13031167282892078
0.0212,21954247311.37669,0.17764623667373103
0.02121,21958506678.05315,0.18874912646583925
0.02122,21962767914.592365,0.21095490605005562
0.02123,21967031079.817184,0.206326815312458
0.02124,21971296232.55047,0.230227730068095
0.02125,21975563431.61505,0.2664693550105964
0.02126,21979832735.833794,0.28867513459481275
0.02127,21984104204.029537,0.28504385627478435
0.02128,21988377895.025146,0.2969364623948439
0.02129,21992653867.643444,0.32198380397113735
0.0213,21996932180.707302,0.31893175590557304
0.02131,22001212893.039566,0.33308669376324557
0.02132,22005496063.463074,0.359937016532678
0.02133,22009781750.80069,0.34092704941630225
0.02134,22014070013.87525,0.34092704941630225
0.02135,22018360911.509613,0.3711850482993242
0.02136,22022654502.526627,0.3508232077228116
0.02137,22026950845.749138,0.3508232077228116
0.02138,22031250000.0,0.3508232077228116
0.02139,22035549759.35558,0.36639536313957016
0.0214,22039847923.07308,0.33663848814137864
0.02141,22044144557.746613,0.32686022523030667
0.02142,22048439729.970287,0.34092704941630225
0.02143,22052733506.338207,0.35529247334746195
0.02144,22057025953.444477,0.359937016532678
0.02145,22061317137.883205,0.3342423883661897
0.02146,22065607126.248493,0.32198380397113735
0.02147,22069895985.134453,0.3374409529993856
0.02148,22074183781.135193,0.29977802438692097
0.02149,22078470580.84482,0.303696857699447
0.0215,22082756450.857426,0.26394352212875005
0.02151,22087041457.76714,0.25215418055077077
0.02152,22091325668.16805,0.24511108480187235
0.02153,22095609148.654266,0.2083012795854195
0.02154,22099891965.819904,0.22496063533292385
0.02155,22104174186.25906,0.1759623480858335
0.02156,22108455876.56584,0.1539670545751043
0.02157,22112737103.334366,0.15597978123755524
0.02158,22117017933.158726,0.1336969553464759
0.02159,22121298432.63304,0.09933992677987825
0.0216,22125578668.351402,0.10123228589981567
0.02161,22129858706.907925,0.07772022854475726
0.02162,22134138614.896717,0.04456565178215855
0.02163,22138418458.91188,0.022205779584216396
0.02164,22142698305.547523,0.0
0.02165,22146978221.397755,-0.0224960635332924
0.02166,22151258273.05668,-0.06598588053218761
0.02167,22155538527.1184,-0.06684847767323801
0.02168,22159819050.17703,-0.0899842541331696
0.02169,22164099908.826668,-0.13245323570650439
0.0217,22168381169.661427,-0.13323467750529824
0.02171,22172662899.27541,-0.1671211941830949
0.02172,22176945164.262722,-0.18940402007417426
0.02173,22181228031.217472,-0.21168684596525358
0.02174,22185511566.733772,-0.2419482286180211
0.02175,22189795837.405712,-0.25625249774741216
0.02176,22194080909.82742,-0.26995276239950855
0.02177,22198366850.592983,-0.3008181495295708
0.02178,22202653726.29652,-0.31494488946609334
0.02179,22206941603.532135,-0.32310097542065014
0.0218,22211230548.89393,-0.3642463981928871
0.02181,22215520628.976013,-0.3788080401483485
0.02182,22219811910.372494,-0.3959152831931253
0.02183,22224104459.677475,-0.41943524640393054
0.02184,22228398343.48506,-0.4289082234592191
0.02185,22232693628.389366,-0.43990587021458366
0.02186,22236990380.984493,-0.4456565178215864
0.02187,22241288667.864544,-0.46358632497276536
0.02188,22245588555.623634,-0.47462409461497407
0.02189,22249890110.85586,-0.4679393437126657
0.0219,22254193400.155334,-0.4856618642571828
0.02191,22258498490.116165,-0.4948941039914067
0.02192,22262805447.33245,-0.4948941039914067
0.02193,22267114338.39831,-0.4902221696037451
0.02194,22271425229.90784,-0.5011856786864703
0.02195,22275738188.455147,-0.4902221696037451
0.02196,22280053280.634335,-0.5120810195274805
0.02197,22284370573.03952,-0.4966996338993915
0.02198,22288690132.264797,-0.5011856786864703
0.02199,22293012024.904285,-0.47908075665820543
0.022,22297336317.552086,-0.47908075665820543
0.02201,22301663076.8023,-0.4728988104806775
0.02202,22305992369.249043,-0.45679793076712605
0.02203,22310324261.486416,-0.4456565178215864
0.02204,22314658820.10852,-0.4345151048760467
0.02205,22318996111.709473,-0.435813633640409
0.02206,22323336202.883373,-0.40109086603942773
0.02207,22327679160.224327,-0.38994945309388807
0.02208,22332025050.326447,-0.3565252142572692
0.02209,22336373939.783833,-0.351924696171667
0.0221,22340725895.190598,-0.3342423883661898
0.02211,22345080983.140842,-0.3079341091502086
0.02212,22349439270.22868,-0.2785353236384915
0.02213,22353800823.048206,-0.2673939106929518
0.02214,22358165708.193535,-0.2419482286180211
0.02215,22362533992.258774,-0.2199529351072919
0.02216,22366905741.838024,-0.20971762320196533
0.02217,22371281023.5254,-0.1782626071286346
0.02218,22375659903.914997,-0.14483836829201557
0.02219,22380042449.60093,-0.12255554240093623
0.0222,22384428727.1773,-0.09897882079828141
0.02221,22388818803.23822,-0.06684847767323801
0.02222,22393212744.37779,-0.022282825891079338
0.02223,22397610617.19012,-0.022075539284417415
0.02224,22402012488.269314,0.011141412945539669
0.02225,22406418424.209484,0.02199529351072908
0.02226,22410828491.60473,0.06684847767323789
0.02227,22415242757.04916,0.08913130356431723
0.02228,22419661287.13688,0.11141412945539657
0.02229,22424084148.461998,0.10997646755364589
0.0223,22428511407.61862,0.13074409009212268
0.02231,22432943131.200855,0.1782626071286346
0.02232,22437379385.80281,0.20054543301971392
0.02233,22441820238.01858,0.19867985355975662
0.02234,22446265754.442287,0.2199529351072919
0.02235,22450716001.66803,0.25625249774741204
0.02236,22455171046.289917,0.2673939106929517
0.02237,22459630954.902046,0.27853532363849137
0.02238,22464095794.098534,0.2749411688841147
0.02239,22468565630.47348,0.2980197803396348
0.0224,22473040530.621,0.3090575499818435
0.02241,22477520561.135193,0.32310097542065
0.02242,22482005788.610165,0.3342423883661897
0.02243,22486496279.640022,0.3342423883661897
0.02244,22490992100.818882,0.3299294026609377
0.02245,22495493318.740837,0.34538380131172935
0.02246,22500000000.0,0.3299294026609377
0.02247,22504515358.01431,0.34538380131172935
0.02248,22509042394.442406,0.3311330892662609
0.02249,22513580858.239456,0.31893175590557304
0.0225,22518130498.36063,0.3342423883661897
0.02251,22522691063.761097,0.32310097542065
0.02252,22527262303.39601,0.2969364623948439
0.02253,22531843966.220547,0.2723835210252555
0.02254,22536435801.18986,0.28967673658403104
0.02255,22541037557.259132,0.27853532363849137
0.02256,22545648983.383514,0.2673939106929517
0.02257,22550269828.518185,0.21790681682020432
0.02258,22554899841.6183,0.2199529351072919
0.02259,22559538771.63903,0.21168684596525358
0.0226,22564186367.535538,0.18940402007417426
0.02261,22568842378.262993,0.1671211941830949
0.02262,22573506552.77656,0.14483836829201557
0.02263,22578178640.0314,0.10997646755364589
0.02264,22582858388.98268,0.08913130356431723
0.02265,22587545548.585575,0.05498823377682288
0.02266,22592239867.795242,0.04456565178215855
0.02267,22596941095.566845,0.0109976467553646
0.02268,22601648980.85556,-0.011037769642208707
0.02269,22606363272.61654,-0.033424238836619005
0.0227,22611083719.804966,-0.044565651782158676
0.02271,22615810071.375988,-0.08913130356431735
0.02272,22620542076.284782,-0.12141546606429567
0.02273,22625279483.48651,-0.1336969553464759
0.02274,22630022041.936337,-0.1759623480858335
0.02275,22634769500.58943,-0.18940402007417426
0.02276,22639521608.400963,-0.2309505818626565
0.02277,22644278114.326088,-0.2451110848018726
0.02278,22649038767.319977,-0.28327886186626583
0.02279,22653803316.337795,-0.2785353236384915
0.0228,22658571510.33471,-0.3299294026609378
0.02281,22663343098.265884,-0.3342423883661898
0.02282,22668117829.086483,-0.3565252142572692
0.02283,22672895451.751686,-0.37260197054614463
0.02284,22677675715.216637,-0.39518390815500176
0.02285,22682458368.436512,-0.41943524640393054
0.02286,22687243160.36648,-0.4289082234592191
0.02287,22692029839.961708,-0.45760431532242946
0.02288,22696818156.177353,-0.46190116372531287
0.02289,22701607857.968586,-0.4679393437126657
0.0229,22706398694.29057,-0.47908075665820543
0.02291,22711190414.098476,-0.47908075665820543
0.02292,22715982766.347466,-0.4902221696037451
0.02293,22720775499.992706,-0.4966996338993915
0.02294,22725568363.989365,-0.49218110715695124
0.02295,22730361107.292606,-0.5033670414105182
0.02296,22735153478.857597,-0.4968026273948594
0.02297,22739945227.6395,-0.4902221696037451
0.02298,22744736102.59348,-0.5058917507467712
0.02299,22749525852.674706,-0.4902221696037451
0.023,22754314226.838345,-0.4948941039914067
0.02301,22759100974.039562,-0.46980923864981705
0.02302,22763885843.23352,-0.4679393437126657
0.02303,22768668583.375385,-0.46358632497276536
0.02304,22773448943.420334,-0.4403477833727163
0.02305,22778226672.323513,-0.43047301604613925
0.02306,22783001519.040104,-0.4064748769594304
0.02307,22787773232.52526,-0.40839747676172183
0.02308,22792541561.734158,-0.38632193747730453
0.02309,22797306255.621964,-0.3453838013117295
0.0231,22802067063.143837,-0.34998291140784576
0.02311,22806823733.25494,-0.331133089266261
0.02312,22811576014.910446,-0.2908342905927439
0.02313,22816323657.065517,-0.2770944365759204
0.02314,22821066408.675323,-0.2349046193249086
0.02315,22825804018.69503,-0.22371868507134152
0.02316,22830536236.0798,-0.19194646967528664
0.02317,22835262809.784798,-0.1789749480570732
0.02318,22839983488.76519,-0.13549162565314346
0.02319,22844698021.976143,-0.10027271650985703
0.0232,22849406158.37283,-0.10936965981495188
0.02321,22854107646.910408,-0.07726438749546095
0.02322,22858802236.544037,-0.05541888731518413
0.02323,22863489676.2289,0.0
0.02324,22868169714.920147,0.0
0.02325,22872842101.572952,0.033113308926626
0.02326,22877506585.14248,0.044335109852147184
0.02327,22882162914.583897,0.07798989061877756
0.02328,22886810838.852364,0.11290968804428621
0.02329,22891450106.903057,0.12304527678923778
0.0233,22896080467.691128,0.14541714529637195
0.02331,22900701670.171757,0.1545287749909218
0.02332,22905313463.3001,0.1640544897224277
0.02333,22909915596.03132,0.21253275081777442
0.02334,22914507817.32059,0.23711034489300117
0.02335,22919089876.123085,0.2349046193249086
0.02336,22923661521.39395,0.25727648783204254
0.02337,22928222502.088364,0.2549268816498466
0.02338,22932772567.161488,0.26601065911288346
0.02339,22937311465.56849,0.2759442410552173
0.0234,22941838946.26453,0.2881782140389571
0.02341,22946354758.204792,0.30202022484631086
0.02342,22950858650.34442,0.2980197803396348
0.02343,22955350371.63859,0.2843611155188745
0.02344,22959829671.042465,0.3090575499818435
0.02345,22964296297.51121,0.324392093353445
0.02346,22968750000.0,0.324392093353445
0.02347,22973192260.12588,0.324392093353445
0.02348,22977624831.48795,0.324392093353445
0.02349,22982047871.014393,0.324392093353445
0.0235,22986461535.633427,0.3132061590998779
0.02351,22990865982.273247,0.28698201069742607
0.02352,22995261367.862057,0.2881782140389571
0.02353,22999647849.328053,0.29083429059274374
0.02354,23004025583.59945,0.25155021757438895
0.02355,23008394727.60443,0.2684624220856096
0.02356,23012755438.271217,0.24283093212859122
0.02357,23017107872.528004,0.24609055357847542
0.02358,23021452187.30299,0.2349046193249086
0.02359,23025788539.52438,0.19867985355975662
0.0236,23030117086.120377,0.1766043142753392
0.02361,23034437984.019176,0.1655665446331305
0.02362,23038751390.148994,0.15660307954993902
0.02363,23043057461.438023,0.12141546606429567
0.02364,23047356354.814457,0.09933992677987825
0.02365,23051648227.20651,0.08948747402853653
0.02366,23055933235.542385,0.06650266477822084
0.02367,23060211536.75028,0.04415107856883471
0.02368,23064483287.758392,0.021873931962990253
0.02369,23068748645.494934,0.0
0.0237,23073007766.8881,-0.022371868507134164
0.02371,23077260808.866096,-0.05541888731518413
0.02372,23081507928.35712,-0.07726438749546095
0.02373,23085749282.289375,-0.09975399716733144
0.02374,23089985027.59107,-0.13245323570650439
0.02375,23094215321.1904,-0.1545287749909218
0.02376,23098440320.01557,-0.16625666194555228
0.02377,23102660180.994778,-0.19867985355975662
0.02378,23106875061.05623,-0.20134681656420736
0.02379,23111085117.128128,-0.2349046193249086
0.0238,23115290506.138676,-0.25727648783204266
0.02381,23119491385.016064,-0.29529808150036985
0.02382,23123687910.688515,-0.29529808150036985
0.02383,23127880240.084213,-0.31320615909987803
0.02384,23132068530.131367,-0.34359710135414134
0.02385,23136252937.75818,-0.3579498961141464
0.02386,23140433619.89285,-0.3827938093523313
0.02387,23144610733.46358,-0.3879322112062887
0.02388,23148784435.39858,-0.40839747676172183
0.02389,23152954882.62604,-0.43226732105843585
0.0239,23157122232.074173,-0.42506550163554874
0.02391,23161286640.671173,-0.43625143588911586
0.02392,23165448265.345245,-0.45862330439625
0.02393,23169607263.02459,-0.47462409461497407
0.02394,23173763790.637417,-0.48099517290338417
0.02395,23177918005.111916,-0.48768620837362
0.02396,23182070063.3763,-0.4987699858366568
